gene,cor,Description
Os07g0208900,-0.00743553530659655,Similar to transporter-related.
Os07g0208900,-0.00743553530659655,Similar to transporter-related.
Os07g0202900,-0.00745020883662951,Similar to mitochondrial 28S ribosomal protein S29-related.
Os10g0524100,-0.00745361373841212,Per1-like family protein.
Os04g0479200,-0.00745548321488967,Similar to NAD-dependent isocitrate dehydrogenase c;1.
Os05g0338900,-0.00746777929142571,Oligopeptide transporter domain containing protein.
Os06g0505400,-0.0074692849685995,Abortive infection protein family protein.
Os06g0202300,-0.0074708409479042,Conserved hypothetical protein.
ccmFc,-0.00747849227481655,NA
Os09g0322400,-0.00748251352017665,Proteolipid membrane potential modulator domain containing protein.
Os08g0508000,-0.00748251352017665,Cytochrome P450 76C6, Regulation of isoproturon (IPU) detoxification
Os08g0299600,-0.00748251352017665,Conserved hypothetical protein.
Os08g0110650,-0.00748251352017665,Non-protein coding transcript.
Os07g0109700,-0.00748251352017665,Conserved hypothetical protein.
Os06g0256900,-0.00748251352017665,Glycoside hydrolase family 9 subclass B3, Endo-beta-1, 4-glucanase, Lignocellulose crystallinity modification in stem internode growth and development, Plant strength, cellulose modification, and biomass saccharification
Os06g0159725,-0.00748251352017665,Similar to histone H3.
Os04g0194600,-0.00748251352017665,Similar to PCF1.
Os03g0835300,-0.00748251352017665,Hypothetical protein.
Os03g0238300,-0.00748251352017665,Endonuclease/exonuclease/phosphatase domain containing protein.
Os03g0238300,-0.00748251352017665,Similar to type I inositol-1, 4,5-trisphosphate 5-phosphatase CVP2.
Os02g0226900,-0.00748251352017665,Pentatricopeptide repeat domain containing protein.
Os02g0181900,-0.00748251352017665,Similar to ClpB.
Os12g0119600,-0.00748251352017665,Conserved hypothetical protein.
Os01g0853000,-0.00748251352017665,Conserved hypothetical protein.
Os01g0688200,-0.00748251352017665,Similar to hydrolase, alpha/beta fold family protein.
Os01g0337500,-0.00748251352017665,Similar to H+-pyrophosphatase (Fragment).
Os06g0186600,-0.00749066400511678,Conserved hypothetical protein.
Os06g0186600,-0.00749066400511678,Similar to predicted protein.
Os07g0103500,-0.00750008913394733,Gibberellin 2-oxidase 5
Os05g0358400,-0.00750834985538927,Butirosin biosynthesis, BtrG-like domain containing protein.
Os05g0358400,-0.00750834985538927,Similar to predicted protein.
Os04g0175750,-0.00751560158272941,Non-protein coding transcript.
Os08g0451200,-0.00752105824124877,Protein of unknown function DUF581 family protein.
Os07g0184800,-0.00752192574461374,AT-hook DNA-binding protein, AT-hook transcription factor, Transcriptional regulation of Prx family genes, Modulation of peroxidase-mediated ROS immune response
Os03g0419200,-0.00754525082352863,Conserved hypothetical protein.
Os03g0419200,-0.00754525082352863,Hypothetical gene.
Os02g0522100,-0.00754702203003453,Similar to cDNA clone:J013126H19, full insert sequence.
Os01g0610600,-0.00755148434106074,Endonuclease/exonuclease/phosphatase domain containing protein.
Os01g0610600,-0.00755148434106074,Similar to endonuclease/exonuclease/phosphatase family protein.
Os05g0547850,-0.00755624214998577,Homolog of the mammalian PDCD5, Programmed cell death (PCD) regulation, Negative regulation of plant architecture and grain yield
Os03g0330300,-0.00755846357121568,Similar to cDNA clone:001-032-H02, full insert sequence (Fragment).
Os03g0330300,-0.00755846357121568,Similar to cDNA clone:001-032-H02, full insert sequence (Fragment).
Os03g0330300,-0.00755846357121568,Viral attachment protein, fibre shaft repeat containing protein.
Os11g0211300,-0.00756425046526306,Nucleotide-binding LRR receptor (NLR) family protein
Os10g0422075,-0.00757472339364695,Similar to Viral A-type inclusion protein repeat containing protein, expressed.
Os05g0102600,-0.0075980051724946,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os03g0161100,-0.00759895154513532,Similar to Viral A-type inclusion protein repeat containing protein, expressed.
Os04g0608100,-0.00760529301405158,Ribosomal protein S5 domain 2-type fold domain containing protein.
Os04g0608100,-0.00760529301405158,Similar to OSIGBa0113I13.15 protein.
Os01g0814700,-0.00762492083024279,Cyclin-like F-box domain containing protein.
Os06g0130500,-0.00764611050435182,Similar to Cyclophilin-like protein PPIL3b.
Os11g0149300,-0.00764628476825754,Hypothetical protein.
Os11g0149300,-0.00764628476825754,Conserved hypothetical protein.
Os08g0266300,-0.00766909737819256,Similar to predicted protein.
Os01g0715800,-0.00767146158875229,Conserved hypothetical protein.
Os02g0225300,-0.00767412553119285,Conserved hypothetical protein.
Os04g0466100,-0.00767610360316825,Similar to Cell division protein FtsH-like protein.
Os06g0266800,-0.00769702967950623,Similar to Gibberellin-stimulated protein.
Os06g0266800,-0.00769702967950623,GAST gene family protein, Coordinator in  crosstalk between GA and BR signaling, Regulation of grain width and weight, Regulation of grain length
Os11g0296800,-0.00769816262040641,Chromatin SPT2 family protein.
Os12g0290600,-0.00770243959091498,Similar to Dual specificity protein phosphatase 8 (EC 3.1.3.48) (EC 3.1.3.16) (Neuronal tyrosine threonine phosphatase 1).
Os06g0320000,-0.00770575528098261,Thioredoxin fold domain containing protein.
Os03g0138700,-0.00771644830662251,Peptide transporter
Os11g0223400,-0.00772076513286102,Similar to NB-ARC domain containing protein, expressed.
Os11g0233400,-0.00772541395985254,Similar to cDNA clone:J033099F01, full insert sequence.
Os02g0177666,-0.00772865674043259,Hypothetical protein.
Os09g0286600,-0.0077311027145852,Pathogenesis-related transcriptional factor and ERF domain containing protein.
Os09g0286600,-0.0077311027145852,Pathogenesis-related transcriptional factor and ERF domain containing protein.
Os09g0286600,-0.0077311027145852,Pathogenesis-related transcriptional factor and ERF domain containing protein.
Os02g0209300,-0.00773782973404029,Hypothetical conserved gene.
Os08g0203900,-0.00774440339018394,UAA transporter family protein.
Os03g0255100,-0.00776075926441903,Similar to Relative to SR12 protein (Fragment).
Os03g0255100,-0.00776075926441903,Similar to Beta-galactosidase.
Os06g0157125,-0.00776735883932993,Hypothetical protein.
Os11g0149400,-0.00777000719003226,Similar to Phytosulfokines 2 precursor.
Os11g0149400,-0.00777000719003226,Similar to cDNA clone:001-122-H04, full insert sequence.
Os08g0180100,-0.00777917464320848,Similar to SET domain-containing protein.
Os08g0180100,-0.00777917464320848,Similar to SET domain protein.
Os10g0546600,-0.00777925062942301,Similar to Chloroplast carotenoid epsilon-ring hydroxylase.
Os12g0477600,-0.00778073817808705,Conserved hypothetical protein.
Os09g0540150,-0.00778755585352082,Conserved hypothetical protein.
Os09g0463232,-0.00778755585352082,Hypothetical gene.
Os07g0121000,-0.00778755585352082,Protein of unknown function DUF1719, Oryza sativa family protein.
Os06g0499550,-0.00778755585352082,Hypothetical protein.
Os05g0398450,-0.00778755585352082,Hypothetical protein.
Os04g0527900,-0.00778755585352082,Similar to Tonoplast membrane integral protein ZmTIP3-2.
Os03g0229801,-0.00778755585352082,Conserved hypothetical protein.
Os02g0181200,-0.00778755585352082,Hypothetical protein.
Os12g0611900,-0.00778755585352082,Glycosyl transferase, family 17 protein.
Os12g0256900,-0.00778755585352082,Pentatricopeptide repeat domain containing protein.
Os12g0144700,-0.00778755585352082,Hypothetical gene.
Os01g0649950,-0.00778755585352082,Similar to H0814G11.9 protein.
Os01g0254950,-0.00778755585352082,Hypothetical gene.
Os06g0264300,-0.00778895650319971,Proteasomal shuttle protein
Os06g0264300,-0.00778895650319971,Similar to RAD23, isoform I.
Os06g0264300,-0.00778895650319971,Similar to DNA repair protein RAD23.
Os05g0426900,-0.00779037605274042,Conserved hypothetical protein.
Os07g0523150,-0.00779822989432617,Similar to 60S ribosomal protein L44.
Os04g0559400,-0.00780819300896269,Branched-chain aminotransferase 3, Branched-chain amino acid (BCAA) synthesis
Os04g0559400,-0.00780819300896269,Similar to Branched-chain-amino-acid aminotransferase.
Os09g0570300,-0.00781354910397487,Similar to Short-chain dehydrogenase Tic32.
Os09g0570300,-0.00781354910397487,Similar to Short-chain dehydrogenase Tic32.
Os01g0970700,-0.00782617642021155,Peptidase M48, Ste24p family protein.
Os01g0970700,-0.00782617642021155,Similar to Peptidase M48, Ste24p.
Os04g0663700,-0.007852475787675,Similar to OSIGBa0099L20.7 protein.
Os08g0562500,-0.00785505543854262,BAHD acyltransferase-like protein, Control of grain size and leaf angle, Regulation of brassinosteroid homeostasis
Os08g0562500,-0.00785505543854262,Similar to Acyltransferase.
Os01g0120300,-0.00785571832159225,Similar to EMB2369 (EMBRYO DEFECTIVE 2369); ATP binding / aminoacyl-tRNA ligase/ leucine-tRNA ligase/ nucleotide binding.
Os08g0516000,-0.00785986383322773,Conserved hypothetical protein.
Os08g0467500,-0.0078637734736847,TB2/DP1 and HVA22 related protein family protein.
Os08g0467500,-0.0078637734736847,Abscisic acid and stress inducible (A22) gene.
Os08g0413500,-0.0078637734736847,Hypothetical conserved gene.
Os07g0679400,-0.0078637734736847,Conserved hypothetical protein.
Os07g0275100,-0.0078637734736847,Similar to predicted protein.
Os05g0146100,-0.0078637734736847,PDZ/DHR/GLGF domain containing protein.
Os04g0590650,-0.0078637734736847,Hypothetical gene.
Os04g0448950,-0.0078637734736847,Similar to H0818E04.7 protein.
Os04g0273100,-0.0078637734736847,Similar to Transposase.
Os03g0776900,-0.0078637734736847,Similar to mitochondrial import inner membrane translocase subunit TIM14.
Os03g0674900,-0.0078637734736847,Regulation of resistance to bacterial leaf streak
Os03g0168100,-0.0078637734736847,Late embryogenesis abundant protein repeat containing protein.
Os02g0463500,-0.0078637734736847,Peptidase S10, serine carboxypeptidase domain containing protein.
Os12g0171801,-0.0078637734736847,Hypothetical gene.
Os11g0656100,-0.0078637734736847,Hypothetical gene.
Os11g0527250,-0.0078637734736847,Non-protein coding transcript.
Os11g0131300,-0.0078637734736847,Hypothetical conserved gene.
Os10g0496000,-0.0078637734736847,DNA binding with one finger transcription factor, Intrinsically disordered protein, Thermal stress tolerance
Os10g0407500,-0.0078637734736847,Similar to exonuclease.
Os01g0251200,-0.0078637734736847,Zinc finger, C2H2-like domain containing protein.
Os01g0251200,-0.0078637734736847,Hypothetical conserved gene.
Os01g0228500,-0.0078637734736847,Harpin-induced 1 domain containing protein.
Os01g0152500,-0.0078637734736847,Hypothetical conserved gene.
Os02g0187000,-0.00786377347368471,Similar to Cytochrome P450 CYP71K14.
Os05g0437900,-0.00787787983312416,Tubby family protein.
Os05g0437900,-0.00787787983312416,Similar to Tubby-like F-box protein 8.
Os11g0183700,-0.00788334917297257,Subunit of SWITCH/SUCROSE NONFERMENTING (SWI/SNF) chromatin remodeling complex, Negative regulation of drought resistance and root growth
Os11g0183700,-0.00788334917297257,Hypothetical conserved gene.
Os02g0769100,-0.00789419733835715,Auxin responsive SAUR protein family protein.
Os02g0711400,-0.00789923620802164,Conserved hypothetical protein.
Os11g0160700,-0.00790227429977542,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os11g0160700,-0.00790227429977542,Hypothetical conserved gene.
Os02g0124700,-0.00790840837295805,RING-type domain-containing protein
Os08g0542300,-0.0079287762476631,Similar to 60S ribosomal protein L7.
Os07g0215500,-0.00793498429072276,Seed allergenic protein, Positive regulation of grain weight and seed germination
Os12g0486900,-0.00793642732343179,Similar to Protein kinase domain containing protein, expressed.
Os07g0592600,-0.0079393507452849,Indole-3-acetic acid (IAA)-amido synthetase, Auxin signaling and defense signaling in a pathogen-nonspecific manner
Os01g0658450,-0.00797345326095946,Non-protein coding transcript.
Os12g0416300,-0.00797590493634179,Conserved hypothetical protein.
Os12g0416300,-0.00797590493634179,Hypothetical gene.
Os12g0416300,-0.00797590493634179,Hypothetical gene.
Os03g0639300,-0.00801329163777808,Similar to Helix-loop-helix DNA-binding domain containing protein, expressed.
Os03g0639300,-0.00801329163777808,MYC-like protein
Os08g0183900,-0.00802030015133843,Dihydroflavonol 4-reductase, Cold and salt stress response
Os01g0110200,-0.00802879924067135,Conserved hypothetical protein.
Os02g0126800,-0.00803140157998707,Similar to Golgi SNARE 12 protein (AtGOS12) (Golgi SNAP receptor complex member 1-2).
Os10g0496900,-0.00803316624008556,Similar to Protochlorophyllide reductase B, chloroplastic.
Os10g0496900,-0.00803316624008556,NADPH: protochlorophyllide oxidoreductase, Chlorophyll synthesis, Adaptation to high-temperature stress conditions by controlling photosynthetic activity
Os08g0206800,-0.00807214438818646,Similar to cDNA clone:001-034-C01, full insert sequence.
Os01g0742200,-0.00807796256468191,Similar to Elongation factor EF-2 (Fragment).
Os01g0139900,-0.00808178274270576,Conserved hypothetical protein.
Os06g0688100,-0.00808353856587511,Hypothetical conserved gene.
Os06g0688100,-0.00808353856587511,RNA polymerase I specific transcription initiation factor RRN3 family protein.
Os06g0688100,-0.00808353856587511,RNA polymerase I specific transcription initiation factor RRN3 domain containing protein.
Os06g0688100,-0.00808353856587511,Hypothetical conserved gene.
Os06g0196700,-0.00809968303691934,Similar to Auxin response factor 1.
Os06g0196700,-0.00809968303691934,Auxin response factor, Transcription factor, Cytokinin-mediated inhibition of phosphate transport, Phosphate signaling, Auxin and phosphate starvation response
Os08g0506400,-0.00810178417007633,LRR-receptor-like kinase (LRR-RLK) family protein
Os05g0152201,-0.00811257362177325,Conserved hypothetical protein.
Os11g0648100,-0.00812463675211458,Kinesin, motor domain domain containing protein.
Os03g0285200,-0.00812516264216947,Conserved hypothetical protein.
Os01g0224300,-0.00812714661294667,CHCH domain containing protein.
Os06g0174300,-0.00812827641096785,Similar to predicted protein.
Os01g0254800,-0.00813243875304928,Hypothetical conserved gene.
Os02g0208200,-0.0081335151265946,Similar to RNA-binding protein 25.
Os03g0192600,-0.0081530642928395,Plant lipid transfer protein/Par allergen family protein.
Os02g0762600,-0.00815478658053366,SG1 (SHORT GRAIN1)-related protein, Brassinosteroid signaling, Regulation of seed and panicle development
Os07g0467900,-0.00815602550615682,Similar to DNA primase.
Os08g0237100,-0.00815829509863264,Conserved hypothetical protein.
Os01g0762000,-0.00816926074447718,Patatin-related phospholipase AIValpha, Patatin-related phospholipase AI&Valpha;
Os04g0539500,-0.00817358336484096,Similar to H0115B09.1 protein.
Os04g0539500,-0.00817358336484096,Similar to H0115B09.1 protein.
Os02g0773300,-0.00817794510439989,D-cysteine desulfhydrase, H<sub>2</sub>S biosynthesis
Os01g0758900,-0.00818403119102293,Protein of unknown function DUF688 family protein.
Os04g0170500,-0.00819592604268417,Zinc finger, CCHC-type domain containing protein.
Os03g0816700,-0.00820739320828659,Tubby, C-terminal domain containing protein.
Os01g0276700,-0.00820893047044014,Pyruvate kinase, Negative regulation of amylose content in the grain
Os01g0276700,-0.00820893047044014,Similar to Pyruvate kinase, cytosolic isozyme (EC 2.7.1.40) (PK).
Os05g0393200,-0.00821061584436462,Similar to structural constituent of ribosome.
Os04g0488300,-0.0082182155308726,Hypothetical protein.
Os01g0850100,-0.00821907140215013,Inositolphosphorylceramide synthase 1, Regulation of plant height, Sphingolipid metabolism
Os05g0452900,-0.00821942211144579,Similar to phosphatidic acid phosphatase-related / PAP2-related.
Os05g0452900,-0.00821942211144579,Inositolphosphorylceramide synthase 2, Regulation of plant height, Sphingolipid metabolism
Os11g0155100,-0.00822758183273318,Similar to F-box domain containing protein.
Os06g0543400,-0.00822805287450105,Similar to CBL-interacting serine/threonine-protein kinase 11 (EC 2.7.1.37) (SOS2-like protein kinase PKS5) (SOS-interacting protein 4) (SNF1- related kinase 3.22).
Os05g0188100,-0.00826889573254126,Conserved hypothetical protein.
Os03g0809700,-0.00827389892475942,Similar to Kinase associated protein phosphatase.
Os03g0809700,-0.00827389892475942,Similar to protein Kinase-associated protein phosphatase.
Os05g0176000,-0.00827866294069377,Similar to fibrillarin-2.
Os03g0114200,-0.0082843775948727,Nucleic acid-binding, OB-fold domain containing protein.
Os03g0723700,-0.0082948369977728,Conserved hypothetical protein.
Os09g0490400,-0.00830192469429413,Beta-glucosidase 29.
Os03g0286900,-0.00832052706678552,RCI2 (rare cold-inducible 2) family protein, Drought resistance
Os08g0240800,-0.00833337370495173,Similar to Actin filament bundling protein P-115-ABP.
Os07g0636200,-0.00834746083312755,Nuclear protein belonging to the SNF2 subfamily SMARCAL1,  Chromatin remodeler, Regulation of both male and female reproductive development
Os07g0636200,-0.00834746083312755,Similar to chromatin remodeling complex subunit.
Os07g0636200,-0.00834746083312755,Similar to chromatin remodeling complex subunit.
Os05g0524100,-0.00835885652423833,Conserved hypothetical protein.
Os10g0400100,-0.0083612614835246,Methionyl-tRNA synthetase, class Ia domain containing protein.
Os05g0470700,-0.00836915556523214,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os09g0274900,-0.00838015879592803,Conserved hypothetical protein.
Os04g0577800,-0.00838372856763528,Uncharacterised protein family UPF0136, Transmembrane domain containing protein.
Os03g0240900,-0.00841133967421228,Tubulin/FtsZ, GTPase domain containing protein.
Os07g0641800,-0.00842385432343582,Conserved hypothetical protein.
Os10g0514400,-0.00842485625726498,Similar to Cytochrome P450 family protein.
Os04g0477900,-0.00843484633919301,Similar to Cysteine proteinase EP-B 1 precursor (EC 3.4.22.-).
Os01g0785300,-0.00844226203297829,Hypothetical protein.
Os10g0483000,-0.00844607843251942,Basal transcription factor 3-like protein, Vegetative growth and reproductive development
Os06g0635200,-0.00844727415894881,Protein of unknown function DUF3537 domain containing protein.
Os07g0693700,-0.00844788947090514,WD40 repeat-like domain containing protein.
Os03g0175200,-0.00846576351008319,Similar to predicted protein.
Os03g0121200,-0.00847905068788389,Similar to Peroxidase 1.
Os03g0121200,-0.00847905068788389,Similar to Class III peroxidase 33.
Os03g0121200,-0.00847905068788389,Similar to Class III peroxidase 33.
Os04g0429900,-0.00848695234766311,Conserved hypothetical protein.
Os12g0590400,-0.00848753356005721,Conserved hypothetical protein.
Os02g0670700,-0.00849430173832882,Pentatricopeptide repeat domain containing protein.
Os08g0440100,-0.00849578921984451,Similar to Temperature stress-induced lipocalin.
Os04g0175900,-0.00849672013394921,Winged helix repressor DNA-binding domain containing protein.
Os04g0498800,-0.00849684215796037,Similar to Cell division control protein 48 homolog B (AtCDC48b).
Os12g0245700,-0.00851930071440504,Hypothetical conserved gene.
Os07g0294800,-0.00852778286548814,Similar to regulatory protein.
Os11g0247400,-0.0085283194753041,Haemolysin A domain containing protein.
Os03g0283800,-0.00853084009519813,Similar to TBC domain containing protein, expressed.
Os01g0514300,-0.00854540742027309,Armadillo-type fold domain containing protein.
Os12g0609800,-0.00854721172754797,WD40/YVTN repeat-like domain containing protein.
Os12g0609800,-0.00854721172754797,Similar to predicted protein.
Os04g0626900,-0.00855557580463464,Similar to OSIGBa0117N13.4 protein.
Os05g0545000,-0.00856999303978114,Phosphatidylinositol transfer protein, Class III SEC14 protein
Os05g0545000,-0.00856999303978114,Similar to Phosphatidylinositol transfer-like protein III.
Os09g0563700,-0.00858368563691354,Kelch related domain containing protein.
Os08g0155400,-0.00859515883760104,Similar to Nitrate/chlorate transporter.
Os08g0155400,-0.00859515883760104,Similar to cDNA clone:J023045B01, full insert sequence.
Os08g0155400,-0.00859515883760104,A member of the nitrate transporter 1/peptide transporter family, Regulation of N utilization and flowering
Os12g0245000,-0.00859622808560043,Conserved hypothetical protein.
Os12g0245000,-0.00859622808560043,Hypothetical conserved gene.
Os09g0476100,-0.00859891081271384,RNA recognition motif, glycine rich protein domain containing protein.
Os09g0476100,-0.00859891081271384,Non-protein coding transcript.
Os09g0481400,-0.00861839880872407,Similar to Caffeoyl-CoA O-methyltransferase (EC 2.1.1.104) (Trans-caffeoyl-CoA 3- O-methyltransferase) (CCoAMT) (CCoAOMT).
Os09g0490750,-0.00862500652552336,Non-protein coding transcript.
Os08g0552900,-0.00862500652552336,Protein of unknown function DUF241, plant domain containing protein.
Os08g0230500,-0.00862500652552336,Protein of unknown function DUF537 family protein.
Os07g0159700,-0.00862500652552336,Protein kinase, catalytic domain domain containing protein.
Os06g0248300,-0.00862500652552336,Conserved hypothetical protein.
Os06g0248300,-0.00862500652552336,Conserved hypothetical protein.
Os05g0415800,-0.00862500652552336,14-alpha-demethylase cytochrome P450 (CYP51) protein, Gibberellic acid biosynthesis, Modulation of rice height and plant development
Os05g0324100,-0.00862500652552336,NA
Os05g0252100,-0.00862500652552336,Protein of unknown function DUF620 family protein.
Os04g0655000,-0.00862500652552336,S-Domain receptor like kinase-33
Os04g0580400,-0.00862500652552336,SUMO conjugating enzyme, Drought stress response
Os04g0561200,-0.00862500652552336,Rho GTPase, Crown root formation
Os04g0438200,-0.00862500652552336,Similar to H0315A08.10 protein.
Os04g0379916,-0.00862500652552336,Hypothetical protein.
Os03g0798500,-0.00862500652552336,WRKY transcription factor, Positive regulation of defense responses
Os03g0150800,-0.00862500652552336,Pi transporter, Pi homeostasis, Selenite uptake
Os02g0785700,-0.00862500652552336,Hypothetical conserved gene.
Os02g0617400,-0.00862500652552336,Lipase, GDSL domain containing protein.
Os10g0466800,-0.00862500652552336,Conserved hypothetical protein.
Os10g0158400,-0.00862500652552336,Type III polyketide synthase
Os01g0861000,-0.00862500652552336,Conserved hypothetical protein.
Os01g0150500,-0.00862500652552336,Similar to 3-hydroxyacyl-CoA dehydratase PASTICCINO 2A.
Os01g0111500,-0.00862500652552336,ROOT HAIR DEFECTIVE-SIX LIKE (RSL) class I basic helix-loop-helix protein, bHLH transcription factor, Regulation of root hair development
Os10g0546100,-0.00862500652552336,Pollen Ole e 1 allergen and extensin domain containing protein.
Os10g0325400,-0.00862500652552336,Remorin, C-terminal domain containing protein.
Os12g0152700,-0.00862587642359755,Amino acid-binding ACT domain containing protein.
Os12g0152700,-0.00862587642359755,Similar to ACT domain containing protein.
Os03g0262700,-0.00863990967591399,Harpin-induced 1 domain containing protein.
Os03g0262700,-0.00863990967591399,Harpin-induced 1 domain containing protein.
Os07g0673400,-0.00864249203256825,Homologue of the bacterial universal stress protein family, Adaptation to submergence stress, Ethylenemediated stress adaptation
Os07g0673400,-0.00864249203256825,Similar to Universal stress protein.
Os12g0149700,-0.00865494778268934,AGC protein kinase
Os07g0419200,-0.00865503159857031,Similar to protein binding protein.
Os07g0633800,-0.00867365721881209,Similar to BNS (BONSAI).
Os11g0546100,-0.00868328533359513,Transmembrane receptor, eukaryota domain containing protein.
Os06g0129900,-0.00868654168406723,Similar to Cytochrome P450 CYPD.
Os06g0129900,-0.00868654168406723,Similar to cytochrome P450.
Os06g0332500,-0.00869229337502408,Conserved hypothetical protein.
Os04g0677800,-0.0086950002364995,Similar to H0402C08.12 protein.
Os04g0677800,-0.0086950002364995,Translation elongation factor EFTu/EF1A, C-terminal domain containing protein.
Os07g0521500,-0.00870718041352269,Nucleotide-binding LRR receptor (NLR) family protein
Os04g0614700,-0.00870890482468968,Similar to OSIGBa0126B18.8 protein.
Os07g0438700,-0.00871113827461909,Hypothetical conserved gene.
Os04g0405900,-0.00871375170042956,Similar to OSIGBa0142C11.2 protein.
Os09g0508300,-0.00874706908061401,Zinc finger, DHHC-type domain containing protein.
Os03g0676300,-0.0087481094294408,Similar to cold shock protein-1.
Os02g0535901,-0.00875315468206138,Cyclin-like F-box domain containing protein.
Os06g0709100,-0.00875939567067646,F-box protein (FBX206) E3 ubiquitin ligase, Regulation of grain size and yield
Os06g0709100,-0.00875939567067646,Cyclin-like F-box domain containing protein.
Os04g0221600,-0.00877520450603076,Zinc finger, PHD-type domain containing protein.
Os09g0325300,-0.00877711113894605,Hypothetical protein.
Os02g0549600,-0.00878008950571469,Similar to 40S ribosomal protein S10-1.
Os08g0246700,-0.00878074211211704,Hypothetical gene.
Os06g0598800,-0.0087878208556598,&beta;-ketoacyl CoA synthase, Biosynthesis of cuticular waxes on rice leaf
Os04g0618600,-0.0087923612126604,bHLH transcription factor, Positive regulation of deep sowing tolerance, Mesocotyl elongation
Os03g0854800,-0.00881416423879666,Similar to Poly polymerase catalytic domain containing protein, expressed.
Os03g0854800,-0.00881416423879666,SIMILAR TO RCD ONE (SRO) family protein, Positive contribution to transcription mediated by bacterial TAL effectors and rice transcription factors
Os03g0854800,-0.00881416423879666,Similar to Poly polymerase catalytic domain containing protein, expressed.
Os09g0520600,-0.0088150473683145,Bile acid:sodium symporter family protein.
Os09g0493200,-0.0088150473683145,Hypothetical protein.
Os08g0179400,-0.0088150473683145,Hypothetical conserved gene.
Os08g0111300,-0.0088150473683145,Transferase family protein.
Os07g0694300,-0.0088150473683145,Similar to Peroxidase.
Os06g0565150,-0.0088150473683145,Hypothetical protein.
Os05g0434800,-0.0088150473683145,Protein of unknown function DUF1218 domain containing protein.
Os04g0563801,-0.0088150473683145,Similar to H0409D10.4 protein.
Os04g0517350,-0.0088150473683145,Hypothetical protein.
Os03g0118425,-0.0088150473683145,Hypothetical gene.
Os02g0744650,-0.0088150473683145,NA
Os02g0466900,-0.0088150473683145,Hypothetical protein.
Os02g0271000,-0.0088150473683145,Similar to Subtilase.
Os02g0160250,-0.0088150473683145,Hypothetical conserved gene.
Os12g0218500,-0.0088150473683145,LRR-receptor-like protein (LRR-RLP) family protein
Os12g0174700,-0.0088150473683145,Similar to disease resistance response protein 206.
Os11g0450050,-0.0088150473683145,Conserved hypothetical protein.
Os10g0415800,-0.0088150473683145,Similar to Prolyl oligopeptidase family protein, expressed.
Os10g0415800,-0.0088150473683145,Similar to Prolyl oligopeptidase family protein, expressed.
Os10g0210500,-0.0088150473683145,Protein of unknown function DUF6, transmembrane domain containing protein.
Os10g0210500,-0.0088150473683145,Protein of unknown function DUF6, transmembrane domain containing protein.
Os01g0884050,-0.0088150473683145,Non-protein coding transcript.
Os01g0623550,-0.0088150473683145,Hypothetical protein.
Os01g0371200,-0.0088150473683145,Similar to Glutathione-S-transferase 19E50.
Os01g0159250,-0.0088150473683145,Hypothetical protein.
Os05g0140000,-0.00882735543856167,Hypothetical protein.
Os04g0398800,-0.0088289542245115,Similar to H0209H04.5 protein.
Os03g0732200,-0.00884805898825437,Similar to dynamin-2A.
Os09g0525600,-0.00885359532722608,UBX domain containing protein.
Os09g0525600,-0.00885359532722608,Similar to UBX domain-containing protein.
Os09g0525600,-0.00885359532722608,Similar to UBX domain-containing protein.
Os02g0631500,-0.0088740513841912,Regulator of nonsense transcripts UPF2
Os03g0833600,-0.00887544564411196,X8 domain containing protein.
Os02g0792100,-0.00887553366810966,Conserved hypothetical protein.
Os01g0847800,-0.00888547956535051,Similar to Aldose reductase (EC 1.1.1.21) (AR) (Aldehyde reductase) (20-alpha- hydroxysteroid dehydrogenase) (EC 1.1.1.149) (20-alpha-HSD).
Os01g0847800,-0.00888547956535051,Aldo-keto reductase
Os09g0557800,-0.00890218607559488,Similar to transmembrane 9 superfamily protein member 4.
Os01g0647200,-0.00891113824486022,Iron deficiency-inducible peptide, IMA/FEP peptide, Regulation of a major pathway of iron uptake and translocation, Iron deficiency response
Os01g0647200,-0.00891113824486022,Non-protein coding transcript.
Os09g0497500,-0.00891430048692044,Similar to Ervatamin B (EC 3.4.22.-) (ERV-B).
Os04g0493100,-0.00891566872548123,Basic helix-loop-helix transcription factor, Defense response
Os04g0493100,-0.00891566872548123,Non-protein coding transcript.
Os03g0387900,-0.00891911057229516,Conserved hypothetical protein.
Os03g0387900,-0.00891911057229516,Conserved hypothetical protein.
Os03g0387900,-0.00891911057229516,Conserved hypothetical protein.
Os03g0387900,-0.00891911057229516,Hypothetical conserved gene.
Os09g0519150,-0.00892324931343384,Non-protein coding transcript.
Os01g0868300,-0.00892704795237975,Similar to DNA polymerase alpha catalytic subunit (EC 2.7.7.7).
Os06g0336200,-0.00893427154049647,Delta-tonoplast intrinsic protein.
Os06g0336200,-0.00893427154049647,Similar to cDNA clone:001-035-G09, full insert sequence.
Os12g0438000,-0.0089479238115653,Similar to Histone H2A.
Os01g0705700,-0.00895403947876726,Similar to Transcription factor ICE1 (Inducer of CBF expression 1) (Basic helix- loop-helix protein 116) (bHLH116) (AtbHLH116).
Os01g0705700,-0.00895403947876726,Basic helix-loop-helix protein, OsMYC2-like protein 1
Os07g0567050,-0.00895543589954447,Non-protein coding transcript.
